flags,utterance,category,intent,intent_encoded,category_encoded
BLQ,i want help to speak to a person,CONTACT,contact_human_agent,9,2
BI,what do I need to do to create an account?,ACCOUNT,create_account,10,0
BM,assistance taking a quick look at the invoices from May,INVOICE,check_invoice,4,5
B,report issue with registration,ACCOUNT,registration_problems,21,0
B,assistance checking what payment methods are available,PAYMENT,check_payment_methods,5,8
BLMQ,i have problems with the termination of a user account,ACCOUNT,delete_account,11,0
BIP,could you help me deleting my account?,ACCOUNT,delete_account,11,0
B,I need help to submit some feedback for your company,FEEDBACK,review,22,4
BILQ,how do i talk with an assistant,CONTACT,contact_human_agent,9,2
B,I try to check what payment methods you accept,PAYMENT,check_payment_methods,5,8
BM,I want assistance to solve issues with payment,PAYMENT,payment_issue,18,8
BM,I have got to check what delivery options I can choose,DELIVERY,delivery_options,12,3
B,assistance deleting my account,ACCOUNT,delete_account,11,0
BL,I don't know what I need to do to close my account,ACCOUNT,delete_account,11,0
B,question about a user account deletion,ACCOUNT,delete_account,11,0
B,I have an issue setting up another shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,I don't know what I need to do to get a refund,REFUND,get_refund,16,9
BIM,what do I have to do to buy some of your item?,ORDER,place_order,19,7
BI,how can I delete the account?,ACCOUNT,delete_account,11,0
B,help changing an order,ORDER,change_order,1,7
BCLQWZ,i dont have a bloody account i want assistance tp sign up,ACCOUNT,create_account,10,0
B,why isn't my new shipping address valid,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,I want help to cancel the order I have made,ORDER,cancel_order,0,7
B,check if there is anything wrong with my refund,REFUND,track_refund,26,9
BIM,how do I check what options for delivery I can choose?,DELIVERY,delivery_options,12,3
BIP,could you transfer to me an agent?,CONTACT,contact_human_agent,9,2
BM,I want help to report payment issues,PAYMENT,payment_issue,18,8
BLQ,need help editing my online account,ACCOUNT,edit_account,14,0
BE,I do not know what I have to do to delete the account,ACCOUNT,delete_account,11,0
BL,help to talk with someone,CONTACT,contact_human_agent,9,2
B,I have to change my shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
BI,how can I check what payment methods are available?,PAYMENT,check_payment_methods,5,8
BLM,help to see the termination penalties,CANCELLATION_FEE,check_cancellation_fee,3,1
B,assistance registering,ACCOUNT,create_account,10,0
BIP,could you show me the refund status?,REFUND,track_refund,26,9
BI,how to file a complaint?,FEEDBACK,complaint,7,4
BLQZ,i cant switch to another user profiole,ACCOUNT,switch_account,24,0
BCLZ,"I want to speak to customer support,I need help",CONTACT,contact_customer_service,8,2
BI,is it possible to change an order I have made?,ORDER,change_order,1,7
BL,I need to make a consumer reclamation,FEEDBACK,complaint,7,4
B,problem with adding something,ORDER,change_order,1,7
B,I don't know what to do to change my shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
BIL,where can I retrieve my account password?,ACCOUNT,recover_password,20,0
BM,I need assistance getting my invoices,INVOICE,get_invoice,15,5
B,I want help to create an account,ACCOUNT,create_account,10,0
B,help me leaving a review,FEEDBACK,review,22,4
BI,can I check my order ETA?,ORDER,track_order,25,7
BM,I want help to buy several items,ORDER,place_order,19,7
BI,how do I delete the account?,ACCOUNT,delete_account,11,0
B,tell me about delivery period,DELIVERY,delivery_period,13,3
BI,is it possible to switch to another account?,ACCOUNT,switch_account,24,0
B,I need help checking in what cases can I ask to be refunded,REFUND,check_refund_policy,6,9
BIP,could you help me to check your money back policy?,REFUND,check_refund_policy,6,9
B,find information about changing the shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
BP,I would like to check the status of the refund,REFUND,track_refund,26,9
BIP,would it be possible to contact customer service?,CONTACT,contact_customer_service,8,2
BIP,where could I cancel the order I made?,ORDER,cancel_order,0,7
B,I don't know how I can edit my account,ACCOUNT,edit_account,14,0
BIMP,how could I check what delivery options you offer?,DELIVERY,delivery_options,12,3
BLQ,wanna chat with a person,CONTACT,contact_human_agent,9,2
BELQ,i do not know what to do to lodge a consumer reclamation,FEEDBACK,complaint,7,4
BIP,where could I set up another shipping address?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BI,how can I submit some feedback for your company?,FEEDBACK,review,22,4
B,assistance setting up a new shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BLQ,i have to open a different account,ACCOUNT,create_account,10,0
BEM,I am trying to find information about forgotten passwords,ACCOUNT,recover_password,20,0
BLQ,i want assistance regarding our account registration,ACCOUNT,registration_problems,21,0
B,I need assistance making an order,ORDER,place_order,19,7
BI,where to set up a different shipping address?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,I am trying to switch to another account,ACCOUNT,switch_account,24,0
B,I am trying to buy an item,ORDER,place_order,19,7
B,contact an agent,CONTACT,contact_human_agent,9,2
BI,is it possible to track the last order?,ORDER,track_order,25,7
B,I need to contact an agent,CONTACT,contact_human_agent,9,2
B,help to check how long refunds take,REFUND,check_refund_policy,6,9
BM,I need help to buy several items,ORDER,place_order,19,7
BM,help to get the invoices from February,INVOICE,get_invoice,15,5
BI,under what circumstances can I ask for refunds?,REFUND,check_refund_policy,6,9
BI,what is the customer service number?,CONTACT,contact_customer_service,8,2
BCELQ,I'm not happy with ur work i wanna make a reclamation,FEEDBACK,complaint,7,4
BL,I need to cancel my newsletter subscription,NEWSLETTER,newsletter_subscription,17,6
BKL,lodge customer claim against your company,FEEDBACK,complaint,7,4
BIM,where can I check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,3,1
BEL,I do not know what I have to do to open a new online account,ACCOUNT,create_account,10,0
BLMQ,i want assistance seeing the termination penalties,CANCELLATION_FEE,check_cancellation_fee,3,1
BI,can you show me what hours I can contact customer service?,CONTACT,contact_customer_service,8,2
BI,can you help me file a complaint?,FEEDBACK,complaint,7,4
B,I want assistance to remove something from an order,ORDER,change_order,1,7
BLM,assistance to check the early termination fees,CANCELLATION_FEE,check_cancellation_fee,3,1
BM,help me taking a quick look at the invoices from last month,INVOICE,check_invoice,4,5
BIP,would it be possible to change something of an order?,ORDER,change_order,1,7
BK,check your refund policy,REFUND,check_refund_policy,6,9
BI,can you help me to check my order ETA?,ORDER,track_order,25,7
B,I want help making a purchase,ORDER,place_order,19,7
BIMP,could you help me solve an issue with payments?,PAYMENT,payment_issue,18,8
BM,I need assistance to solve an issue with payments,PAYMENT,payment_issue,18,8
BI,where can I leave a review?,FEEDBACK,review,22,4
B,I don't know what I have to do to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,3,1
BCEILMZ,"I cannot sign up , how can I notify of registration issues?",ACCOUNT,registration_problems,21,0
B,I want to check at what time customer service available is,CONTACT,contact_customer_service,8,2
BM,help buying some of your item,ORDER,place_order,19,7
B,I want assistance tracking the last order,ORDER,track_order,25,7
B,show me in what cases can I ask for my money back,REFUND,check_refund_policy,6,9
BL,creating different online account,ACCOUNT,create_account,10,0
BIP,could you help me check when my delivery is going to arrive?,DELIVERY,delivery_period,13,3
B,help filing a complaint against your business,FEEDBACK,complaint,7,4
BM,I call to check what options for delivery are available,DELIVERY,delivery_options,12,3
BI,when am I going to get my money back?,REFUND,get_refund,16,9
B,help me check your money back policy,REFUND,check_refund_policy,6,9
B,I am calling to check when my item is going to arrive,DELIVERY,delivery_period,13,3
BIP,will you show me the status of my refund?,REFUND,track_refund,26,9
B,creating account,ACCOUNT,create_account,10,0
B,help checking the invoice from last month,INVOICE,check_invoice,4,5
BLW,I need help filing a bloody claim against your organization,FEEDBACK,complaint,7,4
BIL,how do I see at what time customer support available is?,CONTACT,contact_customer_service,8,2
BI,can you help me to check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,3,1
BLQZ,need hbelp making a reclamation against your organization,FEEDBACK,complaint,7,4
BIM,how do I get the invoice from seven purchases ago?,INVOICE,get_invoice,15,5
B,I need help to cancel the company newsletter subscription,NEWSLETTER,newsletter_subscription,17,6
BIMP,where could I buy several items?,ORDER,place_order,19,7
B,I have a registration issue,ACCOUNT,registration_problems,21,0
BM,I have got to check what options for delivery are available,DELIVERY,delivery_options,12,3
BI,can you help me deleting the account?,ACCOUNT,delete_account,11,0
B,help getting my invoice,INVOICE,get_invoice,15,5
BM,I have got to find the invoices from last month,INVOICE,check_invoice,4,5
BIP,could you help me to check your refund policy?,REFUND,check_refund_policy,6,9
BLQ,i want assistance to lodge a customer claim,FEEDBACK,complaint,7,4
BIP,could you tell me what hours I can contact customer service?,CONTACT,contact_customer_service,8,2
BE,I do not know how to file a complaint,FEEDBACK,complaint,7,4
BIM,where to check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,3,1
B,I don't know what to do to make an order,ORDER,place_order,19,7
BE,I do not know what I need to do to check the refund status,REFUND,track_refund,26,9
BCL,"I have to change the data on my profile, help me",ACCOUNT,edit_account,14,0
BIL,can I see at what time I can contact customer assistance?,CONTACT,contact_customer_service,8,2
BI,how do I cancel my order?,ORDER,cancel_order,0,7
BIL,how can I speak to a person?,CONTACT,contact_human_agent,9,2
BIP,where could I find information about a forgotten password?,ACCOUNT,recover_password,20,0
BM,help me getting the invoices from April,INVOICE,get_invoice,15,5
BM,help me find the invoices from four months ago,INVOICE,check_invoice,4,5
BIP,how could I make an order?,ORDER,place_order,19,7
BI,can you help me check the refund status?,REFUND,track_refund,26,9
B,set a new shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,my shipping address changed,SHIPPING_ADDRESS,change_shipping_address,2,10
BIM,how to check what options for delivery I can choose?,DELIVERY,delivery_options,12,3
BKM,issues with payments,PAYMENT,payment_issue,18,8
BP,I don't know how I could make a purchase,ORDER,place_order,19,7
B,I don't know what to do to track my order,ORDER,track_order,25,7
BLQ,i want help chatting with a live agent,CONTACT,contact_human_agent,9,2
BLQZ,i need information about the deletion of  my online account,ACCOUNT,delete_account,11,0
B,I want to know about the company newsletter subscription,NEWSLETTER,newsletter_subscription,17,6
B,I try to check at what time customer service available is,CONTACT,contact_customer_service,8,2
BI,how can I check if there is anything wrong with my refund?,REFUND,track_refund,26,9
BL,I want assistance to talk with customer support,CONTACT,contact_customer_service,8,2
BK,company newsletter subscription,NEWSLETTER,newsletter_subscription,17,6
BE,I do not know how to delete an account,ACCOUNT,delete_account,11,0
BM,help with adding some items,ORDER,change_order,1,7
BI,can you show me your money back policy?,REFUND,check_refund_policy,6,9
BI,how to edit my personal information?,ACCOUNT,edit_account,14,0
BI,how can I set up a new shipping address?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,I can't check the status of my order,ORDER,track_order,25,7
BP,I would like information about delivery periods,DELIVERY,delivery_period,13,3
BIP,where could I report a registration issue?,ACCOUNT,registration_problems,21,0
BLQ,need help checking the accepted payment options,PAYMENT,check_payment_methods,5,8
BIP,how could I check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,3,1
BIM,can you help me to check what delivery options you offer?,DELIVERY,delivery_options,12,3
B,I want to know about a user account deletion,ACCOUNT,delete_account,11,0
B,I need help to track the refund,REFUND,track_refund,26,9
BI,can you help me to buy something?,ORDER,place_order,19,7
BI,can you help me contacting an agent?,CONTACT,contact_human_agent,9,2
B,I try to check in what cases can I ask for a refund,REFUND,check_refund_policy,6,9
BI,how do I check my refund status?,REFUND,track_refund,26,9
BE,I cannot check if there is anything wrong with my refund,REFUND,track_refund,26,9
BE,I do not know what to do to file a complaint,FEEDBACK,complaint,7,4
BI,what do I need to do to switch user?,ACCOUNT,switch_account,24,0
BMP,I would like to check the invoices,INVOICE,check_invoice,4,5
B,I need help with removing something,ORDER,change_order,1,7
BIL,where to check the available payment methods?,PAYMENT,check_payment_methods,5,8
BM,I want assistance to check what delivery options I have,DELIVERY,delivery_options,12,3
BCEILZ,"I do not need this user,how to change to my new one?",ACCOUNT,switch_account,24,0
BI,can I check your refund policy?,REFUND,check_refund_policy,6,9
BI,can you help me file a complaint against your business?,FEEDBACK,complaint,7,4
B,I want help checking what payment methods you accept,PAYMENT,check_payment_methods,5,8
BEM,I do not know what to do to buy a few of your item,ORDER,place_order,19,7
B,I need assistance with cancelling the last order,ORDER,cancel_order,0,7
BIP,where could I set another shipping address up?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BI,can you show me how long refunds take?,REFUND,check_refund_policy,6,9
BI,can you help me getting the invoice from my last purchase?,INVOICE,get_invoice,15,5
BI,how can I find information about a shipping address change?,SHIPPING_ADDRESS,change_shipping_address,2,10
BM,I try to check what options for delivery I have,DELIVERY,delivery_options,12,3
BLMQ,want help to notify of registration problems,ACCOUNT,registration_problems,21,0
B,help me check in what cases can I ask for my money back,REFUND,check_refund_policy,6,9
B,I need help editing my account,ACCOUNT,edit_account,14,0
B,I have to check in what cases can I ask for a refund,REFUND,check_refund_policy,6,9
BE,I do not know what I have to do to check your refund policy,REFUND,check_refund_policy,6,9
BQ,want help checking ur allowed payment methods,PAYMENT,check_payment_methods,5,8
B,I want assistance to edit the information on my account,ACCOUNT,edit_account,14,0
BM,I need assistance to get the invoice from 3 purchases ago,INVOICE,get_invoice,15,5
BELQ,I'm looking for information about the access key retrieval,ACCOUNT,recover_password,20,0
B,I can't set up a different shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BM,I call to get the invoice from eight months ago,INVOICE,get_invoice,15,5
BP,I would like to know more about a forgotten password,ACCOUNT,recover_password,20,0
B,I don't know how I can check how soon can I expect the item,DELIVERY,delivery_period,13,3
BEM,I do not know what I need to do to get the invoices,INVOICE,get_invoice,15,5
B,help me canceling my last order,ORDER,cancel_order,0,7
B,I have put the old address by mistake,SHIPPING_ADDRESS,change_shipping_address,2,10
BIP,where could I switch to another account?,ACCOUNT,switch_account,24,0
BM,I need help checking the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,3,1
BI,where can I report an issue with payment?,PAYMENT,payment_issue,18,8
B,I want help with the registration,ACCOUNT,registration_problems,21,0
BM,help to buy several of your item,ORDER,place_order,19,7
BQ,i dont know what i need to do to switch to another account,ACCOUNT,switch_account,24,0
BM,I want assistance to report an issue with payments,PAYMENT,payment_issue,18,8
B,assistance to track an order,ORDER,track_order,25,7
B,speaking with agent,CONTACT,contact_human_agent,9,2
B,I want to change the shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
BLMQW,need help to change my bloody personal details,ACCOUNT,edit_account,14,0
BIMP,could you help me reporting issues with payments?,PAYMENT,payment_issue,18,8
B,I need help submitting some feedback for a service,FEEDBACK,review,22,4
BI,how to get a refund?,REFUND,get_refund,16,9
BLQ,i have a problem with the access key reset,ACCOUNT,recover_password,20,0
BL,customer service e-mail,CONTACT,contact_customer_service,8,2
BM,I need help reporting an issue with payments,PAYMENT,payment_issue,18,8
BL,help me contacting an operator,CONTACT,contact_human_agent,9,2
BM,I have a problem with cancelling orders,ORDER,cancel_order,0,7
B,I put my old address by mistake,SHIPPING_ADDRESS,change_shipping_address,2,10
B,help to buy something,ORDER,place_order,19,7
BIP,could you help me cancelling the last order I made?,ORDER,cancel_order,0,7
BI,how to check how soon can I expect the item?,DELIVERY,delivery_period,13,3
BI,how can I buy something?,ORDER,place_order,19,7
BI,can you help me removing something?,ORDER,change_order,1,7
BI,can you help me canceling my last order?,ORDER,cancel_order,0,7
B,help me cancel the company newsletter subscription,NEWSLETTER,newsletter_subscription,17,6
BMP,I would like to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,3,1
B,show me what hours customer service available is,CONTACT,contact_customer_service,8,2
BK,editing information on account,ACCOUNT,edit_account,14,0
BI,how to check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,3,1
BI,what is your customer service number?,CONTACT,contact_customer_service,8,2
BIP,would it be possible to cancel the order I made?,ORDER,cancel_order,0,7
B,I can't set up a new shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BM,I need help to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,3,1
BLQ,wanna speak to an operator,CONTACT,contact_human_agent,9,2
BM,I want help to check what options for delivery you offer,DELIVERY,delivery_options,12,3
BLQ,want assistance changing to a new account,ACCOUNT,switch_account,24,0
B,I need to file a complaint against your business,FEEDBACK,complaint,7,4
BLQZ,i dont know what  to do to close my plus account,ACCOUNT,delete_account,11,0
BELQ,i do not know how i can close my user account,ACCOUNT,delete_account,11,0
B,help checking at what time I can contact customer service,CONTACT,contact_customer_service,8,2
B,I need assistance leaving a review for your company,FEEDBACK,review,22,4
BM,assistance to report issues with payments,PAYMENT,payment_issue,18,8
BIP,could you tell me what payment methods you accept?,PAYMENT,check_payment_methods,5,8
BE,I do not know how I can check the status of the refund,REFUND,track_refund,26,9
BCEILZ,"I am not happy with your work, how to make a complaint ?",FEEDBACK,complaint,7,4
BCIL,"I want to call customer support, can you help me?",CONTACT,contact_customer_service,8,2
B,I have got to set another shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BM,I want to find the invoices from 2 months ago,INVOICE,check_invoice,4,5
B,I need assistance deleting my account,ACCOUNT,delete_account,11,0
BP,I would like information about the options for delivery,DELIVERY,delivery_options,12,3
BI,where can I recover my password?,ACCOUNT,recover_password,20,0
B,I want to track an order,ORDER,track_order,25,7
BL,help me make a customer claim against your organization,FEEDBACK,complaint,7,4
BIP,could you help me check your refund policy?,REFUND,check_refund_policy,6,9
BI,can you help me to delete an account?,ACCOUNT,delete_account,11,0
BIL,is it possible to see your payment options?,PAYMENT,check_payment_methods,5,8
B,I am trying to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,17,6
BL,help me to contact someone,CONTACT,contact_human_agent,9,2
BM,I want help to report an issue with payments,PAYMENT,payment_issue,18,8
BE,I do not know what I have to do to track my order,ORDER,track_order,25,7
BCIL,"I need to speak to customer assistance, can I get some help?",CONTACT,contact_customer_service,8,2
B,I need assistance submitting some feedback for your services,FEEDBACK,review,22,4
BK,leaving review for your company,FEEDBACK,review,22,4
BIP,where could I find information about delivery periods?,DELIVERY,delivery_period,13,3
BM,help me get the invoice from 6 purchases ago,INVOICE,get_invoice,15,5
BLM,I want information about forgotten access keys,ACCOUNT,recover_password,20,0
BM,help to find my invoices,INVOICE,check_invoice,4,5
BE,I am looking for information about delivery periods,DELIVERY,delivery_period,13,3
B,reporting registration issue,ACCOUNT,registration_problems,21,0
BILQZ,how do i mke a customer claim against ur business,FEEDBACK,complaint,7,4
BIL,where can I check the withdrawal charge?,CANCELLATION_FEE,check_cancellation_fee,3,1
BL,I try to switch to a new user account,ACCOUNT,switch_account,24,0
BIMP,where could I get information about canceling orders?,ORDER,cancel_order,0,7
B,help me canceling the order I made,ORDER,cancel_order,0,7
B,I don't know how to check your allowed payment methods,PAYMENT,check_payment_methods,5,8
B,I need information about a forgotten password,ACCOUNT,recover_password,20,0
BIL,can you help me sign up my son?,ACCOUNT,create_account,10,0
BCELQZ,i no longer want my secondary acount i have to close it,ACCOUNT,delete_account,11,0
BM,information about forgotten passwords,ACCOUNT,recover_password,20,0
BIMP,could you send me the invoices from nine months ago?,INVOICE,get_invoice,15,5
B,I am trying to leave a review for your company,FEEDBACK,review,22,4
BIP,would it be possible to cancel the last order I have made?,ORDER,cancel_order,0,7
B,recover my password,ACCOUNT,recover_password,20,0
B,tell me more about the company newsletter subscription,NEWSLETTER,newsletter_subscription,17,6
BI,what do I have to do to check the invoice from July?,INVOICE,check_invoice,4,5
B,I want help checking in what cases can I ask for refunds,REFUND,check_refund_policy,6,9
BI,where to switch to another account?,ACCOUNT,switch_account,24,0
BI,how do I switch user?,ACCOUNT,switch_account,24,0
BIP,would it be possible to check your refund policy?,REFUND,check_refund_policy,6,9
BM,I want help getting the invoices,INVOICE,get_invoice,15,5
BIMP,could you help me buying a few of your item?,ORDER,place_order,19,7
BI,can you help me to track my last order?,ORDER,track_order,25,7
BL,assistance creating an online account,ACCOUNT,create_account,10,0
BI,can I set up another shipping address?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,I try to leave a review,FEEDBACK,review,22,4
BIP,could you help me to set up another shipping address?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BIP,where could I get information about a user account deletion?,ACCOUNT,delete_account,11,0
BELQ,i do not know what to do to switch to a new user account,ACCOUNT,switch_account,24,0
B,I have got to make an order,ORDER,place_order,19,7
BCELZ,"I cannot register, assistance reporting a sign-uo problem",ACCOUNT,registration_problems,21,0
BK,contact agent,CONTACT,contact_human_agent,9,2
BEM,I cannot find the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,3,1
B,tell me what payment methods you accept,PAYMENT,check_payment_methods,5,8
B,I need to get my money back,REFUND,get_refund,16,9
BIM,what do I need to do to get refunds?,REFUND,get_refund,16,9
B,help getting a refund of money,REFUND,get_refund,16,9
BIMP,could you help me solving issues with payments?,PAYMENT,payment_issue,18,8
B,help me to leave a review for a service,FEEDBACK,review,22,4
BM,I am calling to get my invoices,INVOICE,get_invoice,15,5
B,I want assistance submitting some feedback for your company,FEEDBACK,review,22,4
B,I need assistance with changing the order I have made,ORDER,change_order,1,7
BILZ,how to create a new user account ?,ACCOUNT,create_account,10,0
B,I want help checking in what cases can I ask to be refunded,REFUND,check_refund_policy,6,9
BIP,where could I check when will my item arrive?,DELIVERY,delivery_period,13,3
BK,get invoice from last month,INVOICE,get_invoice,15,5
B,I have got to change an item of an order,ORDER,change_order,1,7
BIM,can you help me getting the invoices from 7 months ago?,INVOICE,get_invoice,15,5
B,question about canceling my order,ORDER,cancel_order,0,7
B,I have to change the shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
B,I don't know how I can cancel the last order,ORDER,cancel_order,0,7
BK,speak with agent,CONTACT,contact_human_agent,9,2
B,help me to buy an item,ORDER,place_order,19,7
BIP,where could I check my invoice?,INVOICE,check_invoice,4,5
BIP,could you help me check my order ETA?,ORDER,track_order,25,7
BM,I need to get the invoice from 9 purchases ago,INVOICE,get_invoice,15,5
BIP,how could I check your refund policy?,REFUND,check_refund_policy,6,9
B,I try to cancel the subscription to your company newsletter,NEWSLETTER,newsletter_subscription,17,6
BI,is it possible to submit some feedback for your company?,FEEDBACK,review,22,4
B,help canceling the company newsletter subscription,NEWSLETTER,newsletter_subscription,17,6
B,I try to edit my personal information,ACCOUNT,edit_account,14,0
BM,I don't know how to check what delivery options I can choose,DELIVERY,delivery_options,12,3
B,I want information about the delivery period,DELIVERY,delivery_period,13,3
BL,help me talk with a live agent,CONTACT,contact_human_agent,9,2
B,I need help to check when will my item arrive,DELIVERY,delivery_period,13,3
BLMQZ,i need assistance reporting  signup problems,ACCOUNT,registration_problems,21,0
BI,can I cancel the company newsletter subscription?,NEWSLETTER,newsletter_subscription,17,6
BILZ,can you help me lodge a complaint ?,FEEDBACK,complaint,7,4
BLQZ,i have got to make a reclamation against ur commpany,FEEDBACK,complaint,7,4
BL,help to unsubscribe to your newsletter,NEWSLETTER,newsletter_subscription,17,6
BI,anything new on my refund?,REFUND,track_refund,26,9
B,I don't know how I can file a complaint,FEEDBACK,complaint,7,4
B,I try to submit some feedback,FEEDBACK,review,22,4
B,I need help to buy an item,ORDER,place_order,19,7
B,help me check what payment methods you accept,PAYMENT,check_payment_methods,5,8
B,I want to cancel the subscription to your company newsletter,NEWSLETTER,newsletter_subscription,17,6
BI,what do I need to do to check your refund policy?,REFUND,check_refund_policy,6,9
B,help to set up another shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BCELQZ,i have not regiwtered yet i try to create a user account,ACCOUNT,create_account,10,0
B,I need assistance filing a complaint,FEEDBACK,complaint,7,4
BM,information about order changes,ORDER,change_order,1,7
BLQ,need help to report a registration error,ACCOUNT,registration_problems,21,0
BI,is there an e-mail to submit some feedback?,FEEDBACK,review,22,4
B,issue setting a different shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BIM,what do I need to do to report payment issues?,PAYMENT,payment_issue,18,8
BI,can you help me leaving a review for your company?,FEEDBACK,review,22,4
BM,I am calling to check what delivery options I have,DELIVERY,delivery_options,12,3
BI,what do I have to do to track my last order?,ORDER,track_order,25,7
B,I need assistance to get my invoice,INVOICE,get_invoice,15,5
BM,help me to solve issues with payment,PAYMENT,payment_issue,18,8
BIP,would it be possible to set another shipping address up?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BL,I try to open a different user account,ACCOUNT,create_account,10,0
BI,how to submit some feedback for a service?,FEEDBACK,review,22,4
B,I need help to check when my delivery is going to arrive,DELIVERY,delivery_period,13,3
B,your money back policy,REFUND,check_refund_policy,6,9
BCILQZ,i have submitted a wrong delivery address can uupdatte it,SHIPPING_ADDRESS,change_shipping_address,2,10
BMP,I would like to know more about the delivery periods,DELIVERY,delivery_period,13,3
BIP,could you tell me more about changing the shipping address?,SHIPPING_ADDRESS,change_shipping_address,2,10
BE,I do not know how to set up a different shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BI,how do I check your money back policy?,REFUND,check_refund_policy,6,9
BK,create account,ACCOUNT,create_account,10,0
BI,how to cancel my order?,ORDER,cancel_order,0,7
BL,I don't know how to see your allowed payment options,PAYMENT,check_payment_methods,5,8
BL,help me to talk with an assistant,CONTACT,contact_human_agent,9,2
BLQZ,assistance to change the info included on  my user profile,ACCOUNT,edit_account,14,0
BLQ,i want assistance to change the address,SHIPPING_ADDRESS,change_shipping_address,2,10
BM,I try to buy some of your item,ORDER,place_order,19,7
B,I don't know what I need to do to check my refund status,REFUND,track_refund,26,9
BLQ,i have to reset my online account key,ACCOUNT,recover_password,20,0
BI,where to track my last order?,ORDER,track_order,25,7
BK,setting new shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BELQZ,i cannot upodate my shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
BL,I don't know how I can retrieve my user account PIN,ACCOUNT,recover_password,20,0
B,help me to check how long refunds take,REFUND,check_refund_policy,6,9
BI,how long does the delivery take?,DELIVERY,delivery_period,13,3
BM,I want to check what delivery options are available,DELIVERY,delivery_options,12,3
BIP,could you tell me about delivery periods?,DELIVERY,delivery_period,13,3
BM,help me to check what delivery options are available,DELIVERY,delivery_options,12,3
B,I want help recovering my password,ACCOUNT,recover_password,20,0
B,help editing the information on my account,ACCOUNT,edit_account,14,0
BM,I need to report issues with payment,PAYMENT,payment_issue,18,8
BLZ,I want assistance resettng the access key of my account,ACCOUNT,recover_password,20,0
BLQW,i need help speaking with fucking customer support,CONTACT,contact_customer_service,8,2
B,help checking when will my item arrive,DELIVERY,delivery_period,13,3
BL,I need assistance to open a new online account,ACCOUNT,create_account,10,0
B,I need to buy an item,ORDER,place_order,19,7
BCELQWZ,i never use the goddamn online account help me cclose it,ACCOUNT,delete_account,11,0
B,transfer to me an agent,CONTACT,contact_human_agent,9,2
B,I want help reporting a payment issue,PAYMENT,payment_issue,18,8
BIP,could you help me delete the account?,ACCOUNT,delete_account,11,0
BCLQVZ,i have forgot my piin code need help restoring it,ACCOUNT,recover_password,20,0
BM,I have problems with canceling the order I have made,ORDER,cancel_order,0,7
B,I want to set a new shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BIP,could you help me to get my money back?,REFUND,get_refund,16,9
BE,I do not know what I need to do to file a complaint,FEEDBACK,complaint,7,4
BL,I want assistance to make a consumer claim,FEEDBACK,complaint,7,4
B,I have got to register,ACCOUNT,create_account,10,0
B,I want my money back,REFUND,get_refund,16,9
B,I call to get the invoice,INVOICE,get_invoice,15,5
BK,get refund of money,REFUND,get_refund,16,9
BP,I would like to set a different shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BI,is it possible to edit my account?,ACCOUNT,edit_account,14,0
BQ,i want help to edit the info on my account,ACCOUNT,edit_account,14,0
BKM,check invoices from November,INVOICE,check_invoice,4,5
B,I am trying to check your refund policy,REFUND,check_refund_policy,6,9
BM,I call to get the invoices,INVOICE,get_invoice,15,5
BILQ,ya have a free phone number to talk to customer assistance,CONTACT,contact_customer_service,8,2
